,SPY
2017-10-02,"['2.951', '0.445', '3.549', '0.706', '1.9169999999999998', '0.579', '2.008', '0.6659999999999999', '256.0', '306.935', '120.236', '-0.424', '0.5', '1.4140000000000001', '0.16', '2017-10-02']"
2017-10-03,"['-0.33799999999999997', '0.177', '3.361', '-0.153', '0.196', '0.39', '1.847', '-0.105', '320.0', '300.72700000000003', '122.21700000000001', '0.158', '0.45899999999999996', '0.616', '-0.081', '2017-10-03']"
2017-10-04,"['4.124', '0.599', '3.364', '1.048', '2.8169999999999997', '0.625', '1.859', '1.179', '334.0', '300.66', '122.03', '0.273', '0.44', '1.261', '0.24', '2017-10-04']"
2017-10-05,"['4.553', '0.98', '3.253', '1.0979999999999999', '2.2230000000000003', '0.789', '1.729', '0.8290000000000001', '348.0', '297.132', '120.24600000000001', '0.423', '0.428', '1.569', '0.015', '2017-10-05']"
2017-10-06,"['4.853', '1.196', '3.3930000000000002', '1.078', '1.518', '0.8170000000000001', '1.73', '0.405', '423.0', '305.295', '122.935', '0.9570000000000001', '0.478', '1.85', '-0.249', '2017-10-06']"
2017-10-07,"['1.7080000000000002', '1.268', '3.4560000000000004', '0.127', '1.338', '0.882', '1.757', '0.26', '209.0', '309.42900000000003', '115.992', '-0.866', '0.555', '0.493', '0.105', '2017-10-07']"
2017-10-08,"['-0.29', '1.07', '3.445', '-0.395', '-0.185', '0.725', '1.716', '-0.53', '91.0', '306.224', '122.914', '-1.751', '0.67', '0.48', '-0.055', '2017-10-08']"
2017-10-09,"['4.644', '1.224', '3.528', '0.9690000000000001', '3.3560000000000003', '0.826', '1.7990000000000002', '1.406', '242.0', '298.83', '121.98100000000001', '-0.466', '0.46299999999999997', '1.341', '0.33799999999999997', '2017-10-09']"
2017-10-10,"['-2.504', '0.9520000000000001', '3.569', '-0.968', '-0.415', '0.6579999999999999', '1.736', '-0.618', '331.0', '293.048', '122.374', '0.31', '0.45', '1.208', '-0.064', '2017-10-10']"
2017-10-11,"['2.127', '1.28', '3.377', '0.251', '1.766', '0.8220000000000001', '1.6880000000000002', '0.5589999999999999', '291.0', '284.512', '114.318', '0.057', '0.5670000000000001', '0.767', '0.303', '2017-10-11']"
2017-10-12,"['8.714', '1.8730000000000002', '3.5810000000000004', '1.911', '4.927', '1.139', '1.778', '2.131', '311.0', '283.043', '114.068', '0.245', '0.537', '1.214', '-0.009000000000000001', '2017-10-12']"
2017-10-13,"['4.208', '2.042', '3.444', '0.629', '2.898', '1.218', '1.66', '1.012', '293.0', '284.39', '113.363', '0.076', '0.457', '0.835', '-0.067', '2017-10-13']"
2017-10-14,"['-1.777', '1.919', '3.503', '-1.055', '-0.667', '1.128', '1.6280000000000001', '-1.103', '158.0', '286.714', '109.86399999999999', '-1.172', '0.627', '0.426', '-0.052000000000000005', '2017-10-14']"
2017-10-15,"['1.7690000000000001', '2.2569999999999997', '3.2569999999999997', '-0.15', '0.992', '1.2990000000000002', '1.4880000000000002', '-0.20600000000000002', '112.0', '284.817', '111.85600000000001', '-1.545', '0.536', '0.532', '0.016', '2017-10-15']"
2017-10-16,"['4.43', '2.676', '2.863', '0.613', '3.252', '1.546', '1.3319999999999999', '1.281', '223.0', '276.524', '110.678', '-0.484', '0.52', '1.183', '-0.071', '2017-10-16']"
2017-10-17,"['-2.522', '2.513', '2.918', '-1.725', '-0.691', '1.444', '1.32', '-1.617', '350.0', '272.46', '110.23700000000001', '0.703', '0.494', '1.2890000000000001', '-0.10099999999999999', '2017-10-17']"
2017-10-18,"['0.669', '2.289', '2.748', '-0.589', '1.314', '1.354', '1.307', '-0.03', '407.0', '268.737', '103.169', '1.34', '0.364', '1.952', '0.13', '2017-10-18']"
2017-10-19,"['-5.41', '1.819', '3.26', '-2.217', '-3.93', '0.973', '1.787', '-2.7439999999999998', '525.0', '280.517', '118.635', '2.061', '0.39399999999999996', '2.295', '-0.21100000000000002', '2017-10-19']"
2017-10-20,"['2.75', '1.8869999999999998', '2.583', '0.33399999999999996', '2.048', '1.0759999999999998', '1.298', '0.7490000000000001', '513.0', '286.97', '122.18799999999999', '1.85', '0.365', '1.94', '0.601', '2017-10-20']"
2017-10-21,"['1.4709999999999999', '1.81', '2.5810000000000004', '-0.132', '0.205', '1.0190000000000001', '1.28', '-0.636', '262.0', '296.116', '122.456', '-0.27899999999999997', '0.508', '0.607', '-0.092', '2017-10-21']"
2017-10-22,"['0.569', '1.7080000000000002', '2.597', '-0.439', '0.434', '0.9570000000000001', '1.307', '-0.4', '108.0', '295.286', '127.928', '-1.464', '0.583', '0.547', '0.24', '2017-10-22']"
2017-10-23,"['2.803', '1.8419999999999999', '2.577', '0.373', '2.7939999999999996', '1.084', '1.355', '1.262', '227.0', '289.892', '127.294', '-0.494', '0.507', '1.1440000000000001', '-0.349', '2017-10-23']"
2017-10-24,"['-1.8', '1.4869999999999999', '2.66', '-1.236', '-0.092', '0.902', '1.3', '-0.764', '410.0', '293.149', '132.65', '0.8809999999999999', '0.42700000000000005', '1.6680000000000001', '-0.163', '2017-10-24']"
2017-10-25,"['1.2009999999999998', '1.396', '2.4659999999999997', '-0.079', '-1.212', '0.763', '1.35', '-1.463', '408.0', '295.143', '134.19', '0.841', '0.424', '1.734', '-0.04', '2017-10-25']"
2017-10-26,"['-2.031', '1.133', '2.5540000000000003', '-1.239', '0.239', '0.8059999999999999', '1.2890000000000001', '-0.44', '481.0', '295.572', '137.22899999999998', '1.351', '0.39299999999999996', '1.8459999999999999', '-0.626', '2017-10-26']"
2017-10-27,"['7.093999999999999', '1.266', '3.272', '1.781', '5.7010000000000005', '0.93', '1.8419999999999999', '2.59', '301.0', '299.216', '140.975', '0.013000000000000001', '0.49200000000000005', '0.7390000000000001', '0.335', '2017-10-27']"
2017-10-28,"['4.644', '1.349', '3.1710000000000003', '1.0390000000000001', '2.505', '0.8690000000000001', '1.54', '1.062', '213.0', '305.322', '133.963', '-0.6890000000000001', '0.5589999999999999', '0.513', '-0.153', '2017-10-28']"
2017-10-29,"['0.11', '1.329', '3.385', '-0.36', '-0.249', '0.76', '1.5590000000000002', '-0.647', '81.0', '302.71299999999997', '139.885', '-1.585', '0.593', '0.47200000000000003', '0.031', '2017-10-29']"
2017-10-30,"['2.521', '1.587', '3.306', '0.282', '1.505', '0.866', '1.544', '0.414', '204.0', '295.844', '140.607', '-0.653', '0.495', '0.735', '-0.159', '2017-10-30']"
2017-10-31,"['0.517', '1.496', '3.282', '-0.298', '1.489', '0.882', '1.546', '0.39299999999999996', '302.0', '294.86', '142.891', '0.05', '0.397', '0.715', '0.39799999999999996', '2017-10-31']"
2017-11-01,"['8.354', '1.489', '3.489', '1.9680000000000002', '5.849', '0.915', '1.885', '2.617', '318.0', '295.258', '142.914', '0.159', '0.447', '1.196', '0.001', '2017-11-01']"
2017-11-02,"['1.815', '1.379', '3.4019999999999997', '0.128', '0.48200000000000004', '0.807', '1.723', '-0.18899999999999997', '370.0', '298.078', '143.776', '0.5', '0.408', '0.9109999999999999', '-0.098', '2017-11-02']"
2017-11-03,"['3.395', '1.69', '3.588', '0.475', '1.945', '1.01', '1.8319999999999999', '0.51', '259.0', '300.811', '141.653', '-0.295', '0.42100000000000004', '0.7140000000000001', '-0.08', '2017-11-03']"
2017-11-04,"['3.1180000000000003', '1.714', '3.573', '0.39299999999999996', '2.0', '1.065', '1.8319999999999999', '0.51', '201.0', '306.941', '135.91899999999998', '-0.779', '0.602', '0.537', '0.02', '2017-11-04']"
2017-11-05,"['-0.294', '1.485', '3.557', '-0.5', '-0.38299999999999995', '0.9', '1.82', '-0.705', '80.0', '303.367', '141.547', '-1.578', '0.525', '0.522', '-0.027999999999999997', '2017-11-05']"
2017-11-06,"['3.534', '1.806', '3.472', '0.498', '3.049', '1.149', '1.7930000000000001', '1.0590000000000002', '177.0', '295.336', '143.404', '-0.825', '0.5539999999999999', '0.627', '0.102', '2017-11-06']"
2017-11-07,"['5.662000000000001', '2.037', '3.522', '1.0290000000000001', '2.331', '1.22', '1.7169999999999999', '0.647', '331.0', '289.753', '142.20600000000002', '0.29', '0.39', '1.146', '-0.457', '2017-11-07']"
2017-11-08,"['-5.642', '1.8159999999999998', '4.015', '-1.858', '-3.028', '1.129', '1.982', '-2.0980000000000003', '364.0', '285.58099999999996', '139.042', '0.564', '0.396', '1.4380000000000002', '-0.08', '2017-11-08']"
2017-11-09,"['1.077', '1.9569999999999999', '3.855', '-0.228', '-0.9990000000000001', '1.102', '1.909', '-1.101', '410.0', '278.246', '125.62100000000001', '1.0490000000000002', '0.42700000000000005', '1.624', '0.395', '2017-11-09']"
2017-11-10,"['-4.6819999999999995', '1.65', '4.152', '-1.525', '-3.1189999999999998', '0.992', '2.093', '-1.965', '541.0', '288.112', '137.429', '1.84', '0.377', '2.215', '-0.303', '2017-11-10']"
2017-11-11,"['1.642', '1.6640000000000001', '4.1930000000000005', '-0.005', '1.177', '1.037', '2.079', '0.067', '220.0', '291.19', '129.481', '-0.55', '0.614', '0.56', '-0.08199999999999999', '2017-11-11']"
2017-11-12,"['4.487', '1.849', '4.235', '0.623', '2.736', '1.147', '2.1180000000000003', '0.75', '103.0', '291.03700000000003', '132.727', '-1.4169999999999998', '0.456', '0.5589999999999999', '0.11699999999999999', '2017-11-12']"
2017-11-13,"['-4.387', '1.5219999999999998', '4.393', '-1.345', '-3.949', '0.86', '2.374', '-2.026', '231.0', '282.154', '130.077', '-0.39299999999999996', '0.42', '0.838', '-0.107', '2017-11-13']"
2017-11-14,"['-4.716', '1.206', '4.3839999999999995', '-1.351', '-4.262', '0.633', '2.474', '-1.9780000000000002', '346.0', '280.692', '131.013', '0.498', '0.428', '1.52', '-0.13', '2017-11-14']"
2017-11-15,"['-2.424', '1.4980000000000002', '3.958', '-0.991', '-1.54', '0.825', '2.1790000000000003', '-1.085', '428.0', '273.66900000000004', '120.255', '1.2830000000000001', '0.43', '1.767', '-0.22', '2017-11-15']"
2017-11-16,"['-0.331', '1.085', '4.171', '-0.33899999999999997', '0.919', '0.6940000000000001', '2.246', '0.1', '470.0', '281.84', '127.84', '1.472', '0.392', '1.976', '0.163', '2017-11-16']"
2017-11-17,"['7.931', '1.0759999999999998', '4.184', '1.6380000000000001', '3.847', '0.6809999999999999', '2.261', '1.4', '397.0', '288.84', '131.585', '0.8220000000000001', '0.40299999999999997', '1.766', '-0.17800000000000002', '2017-11-17']"
2017-11-18,"['0.114', '0.932', '4.059', '-0.201', '0.583', '0.605', '2.164', '-0.01', '202.0', '295.269', '125.235', '-0.745', '0.525', '0.531', '0.07400000000000001', '2017-11-18']"
2017-11-19,"['0.24', '0.9129999999999999', '4.045', '-0.166', '0.237', '0.544', '2.149', '-0.14300000000000002', '87.0', '294.004', '128.77100000000002', '-1.608', '0.609', '0.485', '-0.006', '2017-11-19']"
2017-11-20,"['1.426', '1.081', '3.969', '0.087', '1.601', '0.6709999999999999', '2.117', '0.44', '246.0', '290.82099999999997', '128.459', '-0.349', '0.48', '0.878', '0.473', '2017-11-20']"
2017-11-21,"['6.3229999999999995', '0.976', '3.842', '1.392', '5.653', '0.696', '2.222', '2.231', '351.0', '291.152', '131.036', '0.457', '0.41600000000000004', '0.804', '-0.218', '2017-11-21']"
2017-11-22,"['6.29', '0.87', '3.738', '1.45', '3.097', '0.545', '1.9569999999999999', '1.304', '377.0', '291.627', '131.365', '0.65', '0.406', '1.265', '-0.08', '2017-11-22']"
2017-11-23,"['4.396', '1.219', '4.273', '0.7440000000000001', '2.2', '0.7120000000000001', '2.266', '0.657', '228.0', '289.691', '133.263', '-0.46299999999999997', '0.439', '0.498', '0.027999999999999997', '2017-11-23']"
2017-11-24,"['1.6019999999999999', '1.1079999999999999', '4.216', '0.11699999999999999', '1.298', '0.6759999999999999', '2.246', '0.27699999999999997', '141.0', '286.584', '136.36', '-1.068', '0.48200000000000004', '0.595', '-0.134', '2017-11-24']"
2017-11-25,"['2.465', '1.166', '4.227', '0.307', '1.495', '0.685', '2.25', '0.36', '141.0', '287.785', '134.622', '-1.09', '0.5670000000000001', '0.48200000000000004', '0.125', '2017-11-25']"
2017-11-26,"['0.344', '1.1320000000000001', '4.23', '-0.18600000000000003', '0.48700000000000004', '0.643', '2.244', '-0.07', '74.0', '285.297', '138.204', '-1.5290000000000001', '0.581', '0.519', '-0.011000000000000001', '2017-11-26']"
2017-11-27,"['1.551', '0.8859999999999999', '3.964', '0.168', '0.46', '0.512', '2.15', '-0.024', '177.0', '278.765', '139.795', '-0.728', '0.508', '0.628', '0.05', '2017-11-27']"
2017-11-28,"['3.661', '1.272', '3.827', '0.624', '3.301', '0.763', '2.174', '1.167', '298.0', '273.781', '139.09799999999998', '0.174', '0.47700000000000004', '0.632', '0.055999999999999994', '2017-11-28']"
2017-11-29,"['6.28', '1.5', '3.9560000000000004', '1.208', '2.4', '0.833', '2.121', '0.7390000000000001', '544.0', '280.724', '149.643', '1.7590000000000001', '0.355', '2.0469999999999997', '-0.249', '2017-11-29']"
2017-11-30,"['-0.289', '1.8030000000000002', '3.8139999999999996', '-0.5479999999999999', '0.5820000000000001', '1.0490000000000002', '1.986', '-0.23600000000000002', '408.0', '274.078', '139.592', '0.9590000000000001', '0.42200000000000004', '1.263', '0.195', '2017-11-30']"
2017-12-01,"['6.571000000000001', '1.994', '4.029', '1.136', '3.2680000000000002', '1.069', '2.083', '1.056', '523.0', '287.435', '151.66', '1.5530000000000002', '0.40700000000000003', '2.041', '0.128', '2017-12-01']"
2017-12-02,"['-3.975', '1.662', '4.261', '-1.3230000000000002', '-1.4909999999999999', '0.9079999999999999', '2.1430000000000002', '-1.12', '515.0', '307.957', '153.371', '1.35', '0.47', '2.039', '-0.062', '2017-12-02']"
2017-12-03,"['0.9740000000000001', '1.84', '4.148', '-0.209', '0.175', '1.023', '2.032', '-0.41700000000000004', '111.0', '304.954', '160.908', '-1.205', '0.514', '0.598', '0.0', '2017-12-03']"
2017-12-04,"['3.326', '2.154', '4.025', '0.29100000000000004', '3.694', '1.281', '2.042', '1.182', '308.0', '305.221', '160.159', '0.017', '0.513', '1.496', '-0.11800000000000001', '2017-12-04']"
2017-12-05,"['-1.609', '2.228', '3.667', '-1.046', '-0.521', '1.264', '1.767', '-1.01', '407.0', '300.751', '160.784', '0.6609999999999999', '0.425', '0.9009999999999999', '-0.157', '2017-12-05']"
2017-12-06,"['-3.943', '2.186', '3.773', '-1.624', '-2.5140000000000002', '1.167', '1.926', '-1.911', '406.0', '298.698', '158.45', '0.677', '0.397', '1.49', '0.21899999999999997', '2017-12-06']"
2017-12-07,"['2.059', '2.008', '3.617', '0.013999999999999999', '0.9890000000000001', '1.122', '1.895', '-0.07', '314.0', '293.059', '155.506', '0.135', '0.42700000000000005', '0.696', '-0.099', '2017-12-07']"
2017-12-08,"['2.4219999999999997', '2.011', '3.625', '0.113', '0.997', '1.101', '1.906', '-0.055', '304.0', '296.627', '154.86', '0.048', '0.418', '0.767', '-0.046', '2017-12-08']"
2017-12-09,"['5.979', '2.335', '3.741', '0.9740000000000001', '2.917', '1.268', '1.952', '0.845', '209.0', '302.009', '149.017', '-0.624', '0.541', '0.604', '0.002', '2017-12-09']"
2017-12-10,"['2.35', '2.352', '3.678', '-0.001', '1.7280000000000002', '1.28', '1.9369999999999998', '0.231', '97.0', '298.814', '153.31799999999998', '-1.3159999999999998', '0.5670000000000001', '0.5820000000000001', '0.053', '2017-12-10']"
2017-12-11,"['2.1919999999999997', '2.246', '3.627', '-0.015', '1.865', '1.205', '1.885', '0.35', '182.0', '290.85900000000004', '154.695', '-0.7040000000000001', '0.484', '0.5820000000000001', '0.162', '2017-12-11']"
2017-12-12,"['4.961', '1.9869999999999999', '3.076', '0.9670000000000001', '3.2319999999999998', '1.082', '1.587', '1.355', '299.0', '284.85200000000003', '153.358', '0.092', '0.415', '0.9440000000000001', '-0.044000000000000004', '2017-12-12']"
2017-12-13,"['6.6739999999999995', '2.1390000000000002', '3.2110000000000003', '1.412', '3.7939999999999996', '1.1420000000000001', '1.643', '1.614', '308.0', '287.311', '152.967', '0.135', '0.451', '0.773', '0.095', '2017-12-13']"
2017-12-14,"['-0.045', '2.094', '3.272', '-0.654', '-1.146', '1.038', '1.695', '-1.288', '352.0', '299.20599999999996', '147.673', '0.358', '0.449', '0.79', '-0.243', '2017-12-14']"
2017-12-15,"['-6.086', '1.696', '3.7539999999999996', '-2.073', '-2.595', '0.872', '1.8430000000000002', '-1.881', '364.0', '309.123', '145.05100000000002', '0.37799999999999995', '0.431', '1.4780000000000002', '0.138', '2017-12-15']"
2017-12-16,"['7.796', '2.043', '4.124', '1.395', '3.7310000000000003', '1.004', '2.066', '1.32', '285.0', '318.268', '134.359', '-0.248', '0.512', '0.637', '0.11599999999999999', '2017-12-16']"
2017-12-17,"['0.919', '2.001', '4.151', '-0.261', '0.643', '1.011', '2.082', '-0.177', '90.0', '316.957', '139.686', '-1.625', '0.489', '0.499', '-0.032', '2017-12-17']"
2017-12-18,"['9.174', '2.3409999999999997', '4.445', '1.537', '6.808', '1.251', '2.458', '2.26', '209.0', '312.817', '140.778', '-0.737', '0.512', '0.645', '0.073', '2017-12-18']"
2017-12-19,"['6.063', '2.12', '4.122', '0.9570000000000001', '3.589', '1.12', '2.184', '1.131', '352.0', '303.344', '135.97799999999998', '0.358', '0.418', '0.853', '0.16399999999999998', '2017-12-19']"
2017-12-20,"['-5.206', '2.037', '4.546', '-1.5930000000000002', '-3.025', '1.034', '2.414', '-1.681', '331.0', '297.685', '132.006', '0.252', '0.405', '0.715', '-0.385', '2017-12-20']"
2017-12-21,"['2.07', '1.9709999999999999', '4.198', '0.024', '1.911', '1.113', '2.209', '0.361', '320.0', '287.175', '120.939', '0.271', '0.391', '0.767', '0.275', '2017-12-21']"
2017-12-22,"['3.548', '2.101', '4.1610000000000005', '0.348', '1.893', '1.137', '2.186', '0.34600000000000003', '328.0', '277.29900000000004', '103.61', '0.489', '0.375', '1.435', '0.048', '2017-12-22']"
2017-12-23,"['1.49', '2.174', '4.209', '-0.163', '0.617', '1.156', '2.1959999999999997', '-0.245', '197.0', '281.57599999999996', '99.376', '-0.851', '0.564', '0.528', '-0.043', '2017-12-23']"
2017-12-24,"['0.162', '2.182', '4.215', '-0.479', '0.27', '1.128', '2.204', '-0.389', '73.0', '274.32599999999996', '108.31', '-1.859', '0.562', '0.39899999999999997', '-0.001', '2017-12-24']"
2017-12-25,"['-0.289', '2.099', '4.244', '-0.563', '0.031', '1.087', '2.215', '-0.47700000000000004', '61.0', '255.04', '109.265', '-1.776', '0.49200000000000005', '0.413', '-0.001', '2017-12-25']"
2017-12-26,"['0.919', '2.331', '4.034', '-0.35', '1.024', '1.252', '2.064', '-0.11', '114.0', '241.396', '108.84899999999999', '-1.17', '0.544', '0.602', '-0.064', '2017-12-26']"
2017-12-27,"['0.9890000000000001', '2.31', '4.038', '-0.327', '0.595', '1.251', '2.057', '-0.319', '230.0', '235.456', '108.99', '-0.05', '0.535', '0.638', '-0.38', '2017-12-27']"
2017-12-28,"['0.541', '2.162', '4.031000000000001', '-0.402', '0.501', '1.185', '2.052', '-0.33299999999999996', '254.0', '233.53900000000002', '108.052', '0.18899999999999997', '0.409', '1.195', '0.015', '2017-12-28']"
2017-12-29,"['4.53', '2.195', '4.0089999999999995', '0.5820000000000001', '1.899', '1.196', '2.033', '0.34600000000000003', '245.0', '233.50099999999998', '107.637', '0.107', '0.457', '1.097', '0.16899999999999998', '2017-12-29']"
2017-12-30,"['-1.588', '2.024', '4.131', '-0.8740000000000001', '-1.2919999999999998', '1.115', '2.157', '-1.115', '192.0', '238.072', '103.631', '-0.445', '0.594', '0.5660000000000001', '-0.08800000000000001', '2017-12-30']"
2017-12-31,"['1.611', '1.9369999999999998', '4.162', '-0.078', '1.122', '1.073', '2.141', '0.023', '87.0', '234.917', '107.486', '-1.376', '0.494', '0.47600000000000003', '0.023', '2017-12-31']"
